"","row","item","version","letter","sentence","sentence_spr","im_jahr","year","future","pp","objnp","qm1","fact","qm2","verb","comma","spillover_verb","name","spillover_pp","full_sentence","condition","list","life_status","yes_F","yes_J","life_mismatch","fact_mismatch","type","created","occupation","file_name"
"734",94,59,31,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Malcolm X","post-task","post-task","real","L2","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"735",95,59,42,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Ingeborg Geiger","post-task","post-task","fake","L2","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"736",96,68,16,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","James Dean","post-task","post-task","life-fact mismatch","L2","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"737",97,68,24,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Denzel Washington","post-task","post-task","real","L2","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"738",98,84,4,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Stanley Kubrick","post-task","post-task","full match","L2","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"739",99,84,27,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Haruki Murakami","post-task","post-task","real","L2","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"740",100,84,43,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Florian Mälzer","post-task","post-task","fake","L2","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"741",101,85,44,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Christian Groß","post-task","post-task","fake","L2","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"742",102,10000,51,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","void","post-task","post-task","void","L2","void","post-task","post-task","void","void","post-task","post-task","post-task","post-task"
"743",103,10,9,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Alfred Hitchcock","post-task","post-task","fact mismatch","L3","dead","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"744",104,11,3,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Adam Sandler","post-task","post-task","full match","L3","alive","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"745",105,13,49,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anne Cunningham","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"746",106,15,19,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Martin Luther King","post-task","post-task","life-fact mismatch","L3","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"747",107,15,36,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Aretha Franklin","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"748",108,16,2,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","James Dean","post-task","post-task","full match","L3","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"749",109,17,15,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Fritz Lang","post-task","post-task","life mismatch","L3","dead","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"750",110,17,30,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Cristiano Ronaldo","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"751",111,17,33,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Abraham Lincoln","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"752",112,20,10,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Jennifer Lawrence","post-task","post-task","fact mismatch","L3","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"753",113,25,5,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Mao Zedong","post-task","post-task","full match","L3","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"754",114,25,20,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Klaus Kinski","post-task","post-task","life-fact mismatch","L3","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"755",115,25,35,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Christopher Lee","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"756",116,25,41,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Laura Reitsch","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"757",117,28,12,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Marilyn Monroe","post-task","post-task","life mismatch","L3","dead","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"758",118,28,21,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Scarlett Johansson","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"759",119,28,29,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Steven Spielberg","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"760",120,30,8,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Edgar Wright","post-task","post-task","fact mismatch","L3","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"761",121,34,45,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Stefan Beck","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"762",122,35,1,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","George Clooney","post-task","post-task","full match","L3","alive","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"763",123,35,28,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Angela Merkel","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"764",124,35,38,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anne Frank","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"765",125,36,46,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Harrison Bradley","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"766",126,39,14,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Julia Roberts","post-task","post-task","life mismatch","L3","alive","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"767",127,39,34,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Tupac","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"768",128,39,37,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Ludwig van Beethoven","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"769",129,39,50,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Leslie Brown","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"770",130,40,6,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Childish Gambino","post-task","post-task","fact mismatch","L3","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"771",131,42,17,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Stephen King","post-task","post-task","life-fact mismatch","L3","alive","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"772",132,42,22,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Meryl Streep","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"773",133,42,32,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Nikola Tesla","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"774",134,44,13,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Uma Thurmann","post-task","post-task","life mismatch","L3","alive","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"775",135,44,39,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Agatha Christie","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"776",136,44,40,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","William Shakespeare","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"777",137,48,47,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Peter Hunt","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"778",138,48,48,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Theresa Stark","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"779",139,50,7,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Michael Jackson","post-task","post-task","fact mismatch","L3","dead","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"780",140,58,18,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Joaquin Phoenix","post-task","post-task","life-fact mismatch","L3","alive","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"781",141,58,23,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Axl Rose","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"782",142,58,25,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Avril Lavigne","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"783",143,59,11,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Emma Watson","post-task","post-task","life mismatch","L3","alive","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"784",144,59,26,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Björk","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"785",145,59,31,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Malcolm X","post-task","post-task","real","L3","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"786",146,59,42,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Ingeborg Geiger","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"787",147,68,16,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Virginia Woolf","post-task","post-task","life-fact mismatch","L3","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"788",148,68,24,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Denzel Washington","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"789",149,84,4,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anthony Perkins","post-task","post-task","full match","L3","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"790",150,84,27,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Haruki Murakami","post-task","post-task","real","L3","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"791",151,84,43,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Florian Mälzer","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"792",152,85,44,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Christian Groß","post-task","post-task","fake","L3","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"793",153,10000,51,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","void","post-task","post-task","void","L3","void","post-task","post-task","void","void","post-task","post-task","post-task","post-task"
"794",154,10,9,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Keanu Reeves","post-task","post-task","fact mismatch","L4","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"795",155,11,3,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Greta Thunberg","post-task","post-task","full match","L4","alive","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"796",156,13,49,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anne Cunningham","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"797",157,15,19,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Cary Grant","post-task","post-task","life-fact mismatch","L4","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"798",158,15,36,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Aretha Franklin","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"799",159,16,2,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Romy Schneider","post-task","post-task","full match","L4","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"800",160,17,15,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Jim Morrison","post-task","post-task","life mismatch","L4","dead","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"801",161,17,30,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Cristiano Ronaldo","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"802",162,17,33,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Abraham Lincoln","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"803",163,20,10,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Janis Joplin","post-task","post-task","fact mismatch","L4","dead","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"804",164,25,5,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Alec Guinness","post-task","post-task","full match","L4","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"805",165,25,20,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Adele","post-task","post-task","life-fact mismatch","L4","alive","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"806",166,25,35,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Christopher Lee","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"807",167,25,41,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Laura Reitsch","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"808",168,28,12,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Quentin Tarantino","post-task","post-task","life mismatch","L4","alive","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"809",169,28,21,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Scarlett Johansson","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"810",170,28,29,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Steven Spielberg","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"811",171,30,8,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Fidel Castro","post-task","post-task","fact mismatch","L4","dead","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"812",172,34,45,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Stefan Beck","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"813",173,35,1,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Virginia Woolf","post-task","post-task","full match","L4","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"814",174,35,28,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Angela Merkel","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"815",175,35,38,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anne Frank","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"816",176,36,46,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Harrison Bradley","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"817",177,39,14,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Boris Karloff","post-task","post-task","life mismatch","L4","dead","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"818",178,39,34,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Tupac","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"819",179,39,37,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Ludwig van Beethoven","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"820",180,39,50,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Leslie Brown","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"821",181,40,6,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Lionel Messi","post-task","post-task","fact mismatch","L4","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"822",182,42,17,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Franklin D. Roosevelt","post-task","post-task","life-fact mismatch","L4","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"823",183,42,22,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Meryl Streep","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"824",184,42,32,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Nikola Tesla","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"825",185,44,13,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Arnold Schwarzenegger","post-task","post-task","life mismatch","L4","alive","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"826",186,44,39,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Agatha Christie","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"827",187,44,40,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","William Shakespeare","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"828",188,48,47,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Peter Hunt","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"829",189,48,48,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Theresa Stark","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"830",190,50,7,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Benedikt Wells","post-task","post-task","fact mismatch","L4","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"831",191,58,18,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Wladimir Putin","post-task","post-task","life-fact mismatch","L4","alive","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"832",192,58,23,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Axl Rose","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"833",193,58,25,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Avril Lavigne","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"834",194,59,11,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Namika","post-task","post-task","life mismatch","L4","alive","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"835",195,59,26,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Björk","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"836",196,59,31,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Malcolm X","post-task","post-task","real","L4","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"837",197,59,42,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Ingeborg Geiger","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"838",198,68,16,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Lex Barker","post-task","post-task","life-fact mismatch","L4","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"839",199,68,24,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Denzel Washington","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"840",200,84,4,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Jan-Josef Liefers","post-task","post-task","full match","L4","alive","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"841",201,84,27,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Haruki Murakami","post-task","post-task","real","L4","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"842",202,84,43,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Florian Mälzer","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"843",203,85,44,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Christian Groß","post-task","post-task","fake","L4","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"844",204,10000,51,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","void","post-task","post-task","void","L4","void","post-task","post-task","void","void","post-task","post-task","post-task","post-task"
"845",205,10,9,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Mark Zuckerberg","post-task","post-task","fact mismatch","L5","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"846",206,11,3,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Jimmy Stewart","post-task","post-task","full match","L5","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
